,844e962c-c1bc-4c0b-9886-5561cc99c173,ded3529c-f001-49b8-a8c4-30fa16b4d6fc,cf620754-2948-40be-ac35-f5ae6627ffdb,504b9e37-2e3d-4913-943a-614e3457e653,7cb5a37b-0781-408e-b209-b92bb739546e,a92d4ad2-15aa-4937-bf07-010e112a9310,1e50cca0-2b47-436c-b20c-88b2b4c609f5,cee6fbdf-3111-4470-bd4d-53ccddd8c659,913342a2-bc20-457b-9429-54b285e831fc,0368424e-312e-4951-87b3-ad8188213c56,ec2abb7c-6791-4fcd-837b-1a3af58cab36,8e63ad31-da2d-4f94-a92e-60c59dc61c33,739a57a2-203f-40f3-ab2e-9c63e54dabaa,70520b54-9465-43df-81f7-b1407a4c4f0c,19c0be7a-5b65-4b30-8ea5-13bf16cf93d9,43ec519b-c406-4050-a70e-dcff2c23e0bc,9c98c38b-6bb4-4667-8d42-2b43a7c852c4,47c7ec2a-3fdb-4801-99eb-b00cbc4ee51b,d4e1aa6a-d34c-4e2d-8438-8cae6f630a93,f65477ba-8e37-4e6d-81ef-85b290e4b809,fa5ba0b2-97aa-4763-9f16-d06b2a1df5fc,f1cc0711-2898-48e4-846a-a0999723e427,017e007e-7018-4941-b7f6-ef2ffb545ff3,e2241342-d03d-41b9-9ac4-8466cfbf44c5,52bf09c9-dcf4-4d99-8299-58259c6ea063,1d2662eb-1bc1-4f9d-991d-688ea60cea4d,722129f4-7547-4772-86b9-4b41401b608d,3d0f9f2d-8c4c-42c3-bfec-125e980d7bb3,ebbed4b4-d9c4-47c6-81bc-20dac962cd84,1caad454-03a5-4f12-923f-dcd38b118c04,c673ea34-dbc7-4bb2-acd7-72d1df31b6f0,e8d3df34-e7f2-44ec-bfd6-2abc050d86a6,a6e92c5d-c30d-4c68-9ac4-a26e0654db26,061bc983-78b6-487f-aed6-1b5b013647b4,60a2a74f-7875-409b-97de-9ff5f111b7f8,e099357b-9b34-4720-98ab-97831718fe68,9bc10bfa-88c2-416e-a589-0618a7529f2e,139522eb-d7d2-4594-b307-a3ccbc9ffcff,ce2d4198-b7c0-4dd9-b13c-6f1f5133d275,32ddb72e-252a-4937-96f5-0a0c56b5e85f
03d6628c-a436-40d0-9ca6-ce2425a3a4b7,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4af6a22b-5ad3-482c-9205-67e0eec79ded,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,1,4,0
83bc91e2-79e2-4c45-bd24-a99cadcd15ae,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0
787e7099-b86c-4f26-8045-295b948b9c79,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
238265ee-4f1c-4397-b81c-eccf7c8ee0c0,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,5
59933ef6-2e1d-439a-8c26-b044b5992cc5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,5
02d5a9c8-7935-44a2-a312-2292bbe2416a,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,3,0
6db9f8f9-b39c-4329-bc55-5786c0fb8036,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
4c0ee1d1-1bde-48b0-b1b5-1041990406b5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,4,5
21bc5efe-4da1-405b-a845-b39e8fb5becc,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,3
01d451c9-2d37-479a-a7b3-d7ca66e63ab9,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0
26f52769-2143-40ab-a298-13bfa41613fa,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
812940db-5068-44b8-a442-5c1c4dac7aae,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0
7efc2996-ba0f-4ef8-a69a-57bdf00924c4,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,5
040c157e-d459-4116-9876-0b527403b874,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
d9013268-49e3-4d87-bd96-9055c39e3d9a,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2
0b7d6d7c-adbf-4181-b845-321acf2727dd,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,5,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
4b007bdb-a31f-42d1-98f0-36e071e4e148,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
4e8d04d3-2515-4cf7-bc65-6c0f3bfeb569,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,0
3e9d4f6a-c7a2-48cb-b190-317e3d19f426,3,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
ff734355-98d4-4810-a3b5-010847d2400e,0,5,4,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
bb8eb243-22b0-41f1-82a3-a2e45d3780d7,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
d8f10078-93de-4e55-8e57-797fdcf0ba77,5,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
d9d6c35c-5804-4de5-b4a5-3670c4716275,0,0,5,0,0,0,0,0,1,0,0,0,3,0,4,0,0,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,4,0,0,2,0,0
e549ec61-6dc3-4e39-bf46-a1b7c9173ad9,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4
a30054d3-8098-4b59-b466-371759707716,0,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4
f07b82f6-0044-4c79-b4b3-efd351799931,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,5,0,4,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,5,0,4
094ed61d-7426-40e5-b1af-2ca349bab695,0,0,0,2,0,4,0,1,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,3,0,5,0,0,0
bd2d0241-7b02-4b49-9b5d-68d321d2d238,3,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0
9d023d83-8ccf-4735-b0d9-3b1cd99e8033,3,0,0,0,5,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0
24b78f59-e836-441f-9b37-2b72ba6d9bf2,2,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0
17564219-5c63-4726-98a0-253e6769ef3d,0,0,0,3,0,2,0,0,0,0,1,0,0,0,4,0,5,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,4,0,5,0,0,0
11888fbb-6014-46e4-8062-27ee937b1ffb,3,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,5,0,0
acf9bbd7-28b6-4ca6-a61d-d2fcfb0e0746,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,5
ff02ab6d-3b1a-4095-a6aa-e6e39412c1d4,0,4,2,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
78816a0d-0ca8-4b6b-8657-9f8e22639041,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,1
b1f57056-3788-49fc-9665-79d671ef9bbe,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0
7e378700-c158-4fdb-ad71-0789bcfad685,0,5,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0
48a2726e-d88f-4b5f-9aec-7b4131d5de35,0,0,0,5,4,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0
23deb84a-8d64-4fdd-b269-91c650a44b00,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
